Player_ID,Full_Name,Gender,Country,Continent,Date_of_Birth,Age,Height_cm,Weight_kg,Playing_Hand,Playing_Style,World_Ranking,National_Ranking,Career_Matches_Played,Career_Matches_Won,Win_Percentage,Titles_Won,International_Titles,Years_Active,Current_Status,Average_Match_Duration_Min,Average_Reaction_Time_ms,Serve_Speed_kmh,Ranking_Points,Injury_History,Last_Updated
475,Daniel Petrov 475,MALE,France,Europe,1999-07-03,26,178,59,Right,All-round,475,46,487,333,68.38,0,1,8,Active,36.9,200,54,1468,None,2024-12-31
476,Sofia Brown 476,FEMALE,Indonesia,Asia,1994-10-10,31,150,73,Left,All-round,476,36,215,76,35.35,10,4,8,Active,44.0,282,64,632,Major,2024-12-31
477,Samuel Li 477,MALE,Chile,South America,1993-02-28,32,187,73,Right,All-round,477,5,206,127,61.65,7,0,12,Active,24.2,245,47,1396,None,2024-12-31
478,Alex Li 478,MALE,Egypt,Africa,1990-01-09,36,193,52,Left,Defensive,478,36,462,277,59.96,3,5,6,Active,33.8,288,77,539,None,2024-12-31
479,Sofia Brown 479,FEMALE,New Zealand,Oceania,2005-09-25,20,158,47,Left,Defensive,479,112,250,90,36.0,7,3,12,Active,31.2,257,59,908,Major,2024-12-31
480,Anita Martin 480,FEMALE,Australia,Oceania,2000-07-09,25,162,54,Right,Defensive,480,141,159,103,64.78,13,1,5,Active,38.6,215,61,1997,None,2024-12-31
481,Victor Sharma 481,MALE,Australia,Oceania,1986-10-28,39,181,77,Right,Offensive,481,149,87,65,74.71,6,4,5,Retired,37.6,257,74,1046,Minor,2024-12-31
482,Samuel Rossi 482,MALE,Nigeria,Africa,1989-05-23,36,150,74,Left,All-round,482,29,282,162,57.45,13,4,3,Retired,44.6,267,74,719,Minor,2024-12-31
483,Nina Brown 483,FEMALE,France,Europe,2005-05-10,20,169,61,Right,All-round,483,119,500,246,49.2,4,5,5,Active,34.2,284,76,2297,None,2024-12-31
484,Arjun Lopez 484,MALE,Canada,North America,1990-12-16,35,152,63,Right,Offensive,484,103,326,132,40.49,8,4,3,Active,31.7,204,78,659,Minor,2024-12-31
485,Samuel Sharma 485,MALE,Indonesia,Asia,2004-02-05,21,152,64,Left,Defensive,485,4,141,96,68.09,12,2,12,Active,25.7,253,62,926,Minor,2024-12-31
486,Alex Silva 486,MALE,New Zealand,Oceania,1994-09-24,31,188,54,Left,All-round,486,103,219,90,41.1,4,0,8,Active,40.0,242,67,1292,Minor,2024-12-31
487,Marco Garcia 487,MALE,India,Asia,2005-08-05,20,156,75,Left,Defensive,487,18,152,71,46.71,15,0,3,Active,41.3,292,47,1871,Minor,2024-12-31
488,Nina Martin 488,FEMALE,Indonesia,Asia,2001-05-27,24,165,52,Right,Offensive,488,131,333,149,44.74,2,2,6,Active,29.1,299,53,1700,Minor,2024-12-31
489,Daniel Garcia 489,MALE,Australia,Oceania,1988-12-06,37,176,60,Right,Defensive,489,36,217,153,70.51,0,3,10,Retired,36.4,247,55,785,Major,2024-12-31
490,Samuel Sharma 490,MALE,Spain,Europe,1997-05-21,28,180,92,Left,Offensive,490,150,144,86,59.72,15,1,4,Active,31.3,249,55,2200,Minor,2024-12-31
491,Samuel Singh 491,MALE,Thailand,Asia,2004-04-06,21,172,86,Right,Defensive,491,146,211,150,71.09,13,4,12,Active,24.1,194,52,1944,Minor,2024-12-31
492,Mei Lopez 492,FEMALE,Italy,Europe,1991-12-24,34,173,85,Left,Offensive,492,8,396,273,68.94,6,0,6,Active,26.0,199,53,1244,Minor,2024-12-31
493,Emma Singh 493,FEMALE,Thailand,Asia,1990-03-31,35,163,74,Right,Offensive,493,139,340,231,67.94,11,5,6,Active,34.7,282,55,601,None,2024-12-31
494,Ivan Li 494,MALE,Thailand,Asia,2000-09-12,25,176,95,Left,Defensive,494,96,191,101,52.88,9,2,4,Active,41.4,239,47,1573,Major,2024-12-31
495,Nina Petrov 495,FEMALE,Argentina,South America,1986-05-13,39,158,94,Left,All-round,495,145,311,198,63.67,6,4,3,Retired,24.6,294,53,2278,Major,2024-12-31
496,Ivan Martin 496,MALE,South Africa,Africa,2001-03-17,24,154,94,Right,Defensive,496,124,481,264,54.89,9,4,8,Active,36.9,300,80,1921,Major,2024-12-31
497,Alex Singh 497,MALE,Egypt,Africa,1991-08-16,34,170,50,Left,All-round,497,130,164,76,46.34,9,4,10,Active,37.0,257,66,1368,Major,2024-12-31
498,Mei Rossi 498,FEMALE,New Zealand,Oceania,1998-09-03,27,160,71,Left,Offensive,498,119,386,282,73.06,11,1,4,Active,20.6,277,59,2139,None,2024-12-31
499,Mei Brown 499,FEMALE,USA,North America,1992-05-02,33,182,45,Left,Defensive,499,107,421,181,42.99,14,0,4,Active,25.5,268,77,1809,Major,2024-12-31
500,Sofia Martin 500,FEMALE,Argentina,South America,1990-01-15,36,150,48,Right,All-round,500,145,379,280,73.88,3,1,5,Active,27.0,258,65,464,Major,2024-12-31
501,Arjun Silva 501,MALE,France,Europe,2002-02-27,23,190,92,Right,Offensive,501,67,368,251,68.21,6,3,4,Active,27.2,274,68,1592,Minor,2024-12-31
502,Sofia Brown 502,FEMALE,New Zealand,Oceania,1989-07-21,36,187,92,Left,Defensive,502,49,114,43,37.72,14,2,12,Retired,22.7,229,75,1569,Minor,2024-12-31
503,Ivan Singh 503,MALE,Argentina,South America,1992-07-20,33,177,85,Right,Defensive,503,99,143,63,44.06,1,3,7,Active,22.3,281,51,995,None,2024-12-31
504,Mei Garcia 504,FEMALE,USA,North America,1988-12-27,37,181,45,Right,Offensive,504,41,269,197,73.23,8,5,4,Retired,35.8,280,45,791,Major,2024-12-31
505,Emma Rossi 505,FEMALE,Australia,Oceania,1995-05-23,30,165,69,Right,Offensive,505,87,334,159,47.6,6,5,11,Active,22.4,191,73,1924,None,2024-12-31
506,Ivan Silva 506,MALE,Argentina,South America,1995-03-02,30,156,48,Right,Defensive,506,126,351,222,63.25,5,4,4,Active,22.4,200,65,1473,None,2024-12-31
507,Anita Sharma 507,FEMALE,Spain,Europe,1998-12-04,27,170,45,Right,Defensive,507,46,372,131,35.22,1,5,6,Active,33.7,265,65,856,Major,2024-12-31
508,Alex Brown 508,MALE,South Africa,Africa,1992-04-20,33,163,74,Right,Defensive,508,117,381,149,39.11,2,0,12,Active,38.8,250,77,1832,Minor,2024-12-31
509,Sofia Singh 509,FEMALE,Egypt,Africa,2001-09-26,24,182,90,Right,All-round,509,44,272,176,64.71,1,4,3,Active,37.9,281,79,1621,None,2024-12-31
510,Wei Singh 510,MALE,New Zealand,Oceania,1989-08-02,36,193,52,Right,Defensive,510,86,353,192,54.39,9,2,10,Retired,35.8,247,66,2225,Major,2024-12-31
511,Nina Garcia 511,FEMALE,Indonesia,Asia,1998-04-06,27,178,74,Left,Offensive,511,101,232,167,71.98,11,3,4,Active,41.8,298,45,1589,Minor,2024-12-31
512,Laura Singh 512,FEMALE,Nepal,Asia,2004-02-03,21,195,81,Left,Defensive,512,58,327,219,66.97,10,1,8,Active,39.1,266,69,1799,Major,2024-12-31
513,Anita Sharma 513,FEMALE,New Zealand,Oceania,1987-10-13,38,192,45,Left,All-round,513,98,247,132,53.44,12,1,12,Retired,23.7,203,49,2447,Major,2024-12-31
514,Victor Rossi 514,MALE,Australia,Oceania,1992-06-21,33,180,59,Right,Offensive,514,146,231,104,45.02,0,2,9,Active,43.5,212,54,2484,None,2024-12-31
515,Nina Garcia 515,FEMALE,Indonesia,Asia,1985-11-18,40,166,78,Left,All-round,515,11,154,84,54.55,1,1,9,Retired,29.9,295,48,2343,Minor,2024-12-31
516,Samuel Petrov 516,MALE,Nigeria,Africa,2000-09-26,25,153,50,Right,Offensive,516,118,387,168,43.41,12,3,6,Active,44.6,219,66,1544,Minor,2024-12-31
517,Emma Petrov 517,FEMALE,Australia,Oceania,2006-08-30,19,186,63,Right,Offensive,517,33,253,143,56.52,8,1,3,Active,42.2,294,79,1804,None,2024-12-31
518,Laura Rossi 518,FEMALE,Italy,Europe,1996-07-15,29,180,47,Right,Defensive,518,118,421,194,46.08,2,2,7,Active,20.8,255,55,1854,None,2024-12-31
519,Wei Singh 519,MALE,Thailand,Asia,1990-08-01,35,152,95,Left,Defensive,519,135,339,253,74.63,14,0,6,Active,31.6,274,50,1840,None,2024-12-31
520,Sofia Petrov 520,FEMALE,Egypt,Africa,1991-06-17,34,182,70,Right,Defensive,520,146,243,127,52.26,3,3,3,Active,25.9,222,75,2089,Major,2024-12-31
521,Marco Garcia 521,MALE,Nigeria,Africa,1992-01-07,34,169,91,Left,Defensive,521,47,283,172,60.78,4,0,7,Active,26.4,270,72,1056,None,2024-12-31
522,Mei Lopez 522,FEMALE,USA,North America,2000-04-14,25,182,72,Left,Offensive,522,66,339,148,43.66,3,4,10,Active,43.2,256,69,523,Major,2024-12-31
523,Marco Silva 523,MALE,Spain,Europe,2002-07-01,23,157,85,Right,All-round,523,101,170,67,39.41,2,1,11,Active,32.6,287,49,795,Major,2024-12-31
524,Arjun Martin 524,MALE,Thailand,Asia,1988-09-05,37,163,70,Left,Defensive,524,126,433,239,55.2,2,4,7,Retired,39.5,249,72,2027,None,2024-12-31
525,Ivan Garcia 525,MALE,Nigeria,Africa,1994-01-06,32,176,57,Right,Defensive,525,34,358,173,48.32,6,1,6,Active,38.7,272,57,1107,Minor,2024-12-31
526,Anita Martin 526,FEMALE,Argentina,South America,2004-11-22,21,169,55,Left,Offensive,526,126,290,159,54.83,6,1,12,Active,26.7,256,79,2087,Major,2024-12-31
527,Mei Martin 527,FEMALE,Nigeria,Africa,1999-10-14,26,186,81,Right,All-round,527,123,492,234,47.56,1,4,10,Active,44.1,216,54,688,Minor,2024-12-31
528,Victor Lopez 528,MALE,USA,North America,2002-02-10,23,154,84,Left,Offensive,528,107,413,159,38.5,14,1,7,Active,24.1,242,65,2051,None,2024-12-31
529,Ivan Singh 529,MALE,Indonesia,Asia,2003-09-23,22,192,56,Right,All-round,529,14,285,101,35.44,3,0,6,Active,35.3,278,46,1329,None,2024-12-31
530,Wei Sharma 530,MALE,Argentina,South America,1997-12-11,28,173,82,Left,Defensive,530,22,395,201,50.89,2,5,8,Active,28.0,272,62,513,Major,2024-12-31
531,Alex Lopez 531,MALE,Spain,Europe,1996-11-17,29,186,47,Right,Offensive,531,20,331,153,46.22,6,5,8,Active,40.4,215,48,1171,None,2024-12-31
532,Emma Rossi 532,FEMALE,Spain,Europe,1991-01-25,34,168,91,Right,All-round,532,34,455,310,68.13,10,2,11,Active,21.9,241,58,508,Minor,2024-12-31
533,Mei Rossi 533,FEMALE,Egypt,Africa,2006-03-31,19,170,76,Left,Defensive,533,11,263,111,42.21,12,4,4,Active,35.6,239,59,684,Major,2024-12-31
534,Daniel Silva 534,MALE,Chile,South America,1986-09-29,39,181,86,Left,All-round,534,70,460,223,48.48,5,1,5,Retired,33.5,240,76,1072,None,2024-12-31
535,Samuel Li 535,MALE,Italy,Europe,2006-05-22,19,169,53,Left,All-round,535,22,194,98,50.52,2,5,11,Active,21.4,192,51,466,None,2024-12-31
536,Ivan Brown 536,MALE,Nepal,Asia,2001-05-05,24,175,74,Right,Defensive,536,13,415,234,56.39,10,3,3,Active,43.4,266,51,2273,Minor,2024-12-31
537,Laura Silva 537,FEMALE,Thailand,Asia,1988-03-05,37,190,49,Left,All-round,537,37,432,266,61.57,12,0,5,Retired,25.9,203,60,2200,None,2024-12-31
538,Arjun Lopez 538,MALE,Chile,South America,2004-09-01,21,185,49,Left,Defensive,538,12,313,133,42.49,15,2,10,Active,35.3,284,56,1407,Major,2024-12-31
539,Daniel Silva 539,MALE,Nepal,Asia,1996-11-22,29,162,46,Right,Offensive,539,128,414,226,54.59,14,4,5,Active,24.4,300,69,1137,Minor,2024-12-31
540,Daniel Lopez 540,MALE,New Zealand,Oceania,1997-10-11,28,188,77,Left,Offensive,540,74,306,135,44.12,13,0,5,Active,38.9,286,56,673,Minor,2024-12-31
541,Daniel Silva 541,MALE,Australia,Oceania,1991-09-27,34,175,89,Right,Offensive,541,123,465,207,44.52,14,3,4,Active,20.8,295,75,707,Major,2024-12-31
542,Victor Brown 542,MALE,Spain,Europe,1986-12-31,39,171,79,Left,All-round,542,75,433,283,65.36,7,2,5,Retired,36.2,284,45,451,None,2024-12-31
543,Alex Sharma 543,MALE,Canada,North America,1993-03-10,32,167,57,Left,Offensive,543,114,209,77,36.84,5,2,4,Active,39.3,193,65,2148,Minor,2024-12-31
544,Arjun Rossi 544,MALE,South Africa,Africa,1994-08-04,31,160,83,Left,All-round,544,129,174,113,64.94,4,2,12,Active,39.6,209,49,873,Major,2024-12-31
545,Emma Martin 545,FEMALE,USA,North America,1991-02-10,34,186,87,Left,Defensive,545,148,302,118,39.07,5,3,8,Active,36.3,265,63,2051,Minor,2024-12-31
546,Daniel Garcia 546,MALE,Indonesia,Asia,1986-05-30,39,168,95,Left,Offensive,546,20,164,114,69.51,7,4,12,Retired,44.4,213,77,477,Major,2024-12-31
547,Arjun Sharma 547,MALE,Germany,Europe,2004-12-26,21,168,56,Left,All-round,547,121,311,114,36.66,14,0,5,Active,23.6,200,79,1175,Major,2024-12-31
548,Daniel Sharma 548,MALE,New Zealand,Oceania,2003-11-17,22,164,90,Right,Defensive,548,101,169,77,45.56,14,4,9,Active,28.2,231,63,876,Minor,2024-12-31
549,Victor Li 549,MALE,Nigeria,Africa,1998-07-28,27,150,61,Right,Offensive,549,44,386,211,54.66,11,1,3,Active,31.8,224,79,2216,Major,2024-12-31
550,Victor Petrov 550,MALE,Italy,Europe,2005-11-23,20,193,77,Left,Defensive,550,128,217,91,41.94,12,2,12,Active,43.9,298,56,1868,Major,2024-12-31
551,Marco Petrov 551,MALE,Germany,Europe,2006-04-09,19,174,92,Right,Offensive,551,150,372,244,65.59,6,1,7,Active,42.9,214,52,2102,Minor,2024-12-31
552,Daniel Martin 552,MALE,New Zealand,Oceania,1998-11-08,27,193,58,Left,Offensive,552,43,144,73,50.69,10,3,9,Active,37.0,218,50,616,None,2024-12-31
553,Alex Petrov 553,MALE,South Africa,Africa,2002-09-18,23,161,87,Left,Offensive,553,141,155,63,40.65,15,2,7,Active,34.4,230,58,929,Minor,2024-12-31
554,Samuel Brown 554,MALE,Nepal,Asia,2004-01-20,21,156,49,Right,Offensive,554,25,336,174,51.79,2,4,3,Active,33.4,294,70,1663,Major,2024-12-31
555,Anita Garcia 555,FEMALE,Australia,Oceania,1998-08-30,27,169,52,Right,All-round,555,32,153,83,54.25,12,5,6,Active,35.7,243,66,980,Major,2024-12-31
556,Emma Rossi 556,FEMALE,Nepal,Asia,2003-12-09,22,154,82,Left,Offensive,556,125,206,74,35.92,14,0,9,Active,28.0,253,58,1581,None,2024-12-31
557,Arjun Garcia 557,MALE,France,Europe,1996-10-05,29,154,64,Left,All-round,557,67,493,286,58.01,9,4,7,Active,24.4,281,70,667,Minor,2024-12-31
558,Ivan Petrov 558,MALE,Argentina,South America,2001-04-28,24,178,50,Right,Defensive,558,48,337,167,49.55,5,5,10,Active,20.1,248,69,1899,Major,2024-12-31
559,Anita Sharma 559,FEMALE,Spain,Europe,1993-10-02,32,150,87,Left,Defensive,559,56,305,180,59.02,7,3,5,Active,22.6,207,79,639,Minor,2024-12-31
560,Emma Lopez 560,FEMALE,Argentina,South America,1989-09-15,36,159,48,Left,All-round,560,54,433,187,43.19,1,0,9,Retired,32.1,258,51,2355,Minor,2024-12-31
561,Nina Lopez 561,FEMALE,Italy,Europe,1985-10-03,40,172,61,Right,Offensive,561,1,365,234,64.11,14,3,5,Retired,34.9,284,62,2156,Minor,2024-12-31
562,Arjun Brown 562,MALE,Thailand,Asia,2004-11-25,21,172,57,Left,All-round,562,141,428,259,60.51,13,1,11,Active,36.4,288,78,1018,None,2024-12-31
563,Sofia Li 563,FEMALE,Canada,North America,2001-02-17,24,171,74,Right,All-round,563,27,340,132,38.82,13,2,10,Active,32.0,218,78,2457,Minor,2024-12-31
564,Marco Rossi 564,MALE,Italy,Europe,1987-01-20,38,193,50,Right,All-round,564,133,465,347,74.62,11,2,5,Retired,37.5,242,46,707,None,2024-12-31
565,Emma Silva 565,FEMALE,Argentina,South America,2004-12-02,21,175,60,Left,Defensive,565,107,297,120,40.4,4,2,5,Active,22.4,291,66,566,Major,2024-12-31
566,Ivan Silva 566,MALE,Australia,Oceania,1997-05-11,28,192,64,Left,All-round,566,88,177,124,70.06,11,0,4,Active,44.6,240,56,1877,Major,2024-12-31
567,Wei Lopez 567,MALE,Spain,Europe,1986-06-25,39,190,95,Left,Offensive,567,107,428,195,45.56,2,5,9,Retired,28.3,229,70,2472,Major,2024-12-31
568,Sofia Petrov 568,FEMALE,Italy,Europe,1985-12-31,40,174,84,Left,Offensive,568,69,426,278,65.26,7,0,5,Retired,24.3,244,54,581,None,2024-12-31
569,Daniel Li 569,MALE,USA,North America,1995-05-30,30,167,66,Right,Defensive,569,140,363,195,53.72,4,0,4,Active,29.9,271,57,562,Major,2024-12-31
570,Laura Singh 570,FEMALE,Thailand,Asia,1989-03-11,36,159,95,Right,Offensive,570,65,469,310,66.1,7,4,8,Retired,41.5,248,63,703,None,2024-12-31
571,Samuel Martin 571,MALE,Australia,Oceania,2004-07-02,21,171,69,Right,Defensive,571,53,347,190,54.76,14,1,8,Active,33.0,261,77,2202,Major,2024-12-31
572,Marco Garcia 572,MALE,Argentina,South America,1993-09-30,32,178,66,Right,Offensive,572,125,364,175,48.08,8,5,6,Active,24.2,243,58,434,Minor,2024-12-31
573,Anita Lopez 573,FEMALE,India,Asia,1986-08-02,39,188,78,Right,All-round,573,15,236,177,75.0,2,2,11,Retired,21.7,278,56,1518,Major,2024-12-31
574,Wei Sharma 574,MALE,USA,North America,1990-07-22,35,158,71,Left,Offensive,574,70,175,71,40.57,0,2,4,Active,24.3,262,60,630,Major,2024-12-31
575,Laura Petrov 575,FEMALE,USA,North America,1999-04-24,26,186,81,Left,All-round,575,48,489,308,62.99,11,1,6,Active,38.9,274,50,996,Major,2024-12-31
576,Nina Petrov 576,FEMALE,Chile,South America,1995-11-25,30,177,67,Left,All-round,576,77,272,128,47.06,15,3,8,Active,22.6,227,74,1463,None,2024-12-31
577,Laura Lopez 577,FEMALE,Indonesia,Asia,1986-04-16,39,187,70,Right,Offensive,577,52,417,178,42.69,7,3,6,Retired,27.2,212,46,2060,None,2024-12-31
578,Ivan Li 578,MALE,Germany,Europe,2003-05-30,22,182,51,Right,Defensive,578,10,400,188,47.0,2,1,11,Active,38.4,224,70,2325,None,2024-12-31
579,Ivan Rossi 579,MALE,Spain,Europe,1995-10-24,30,184,76,Right,Defensive,579,122,120,88,73.33,3,5,10,Active,41.4,220,65,1457,Minor,2024-12-31
580,Victor Singh 580,MALE,Indonesia,Asia,1999-03-26,26,183,45,Left,Defensive,580,75,374,280,74.87,0,3,7,Active,26.6,298,73,1526,Major,2024-12-31
581,Arjun Martin 581,MALE,Australia,Oceania,1990-06-24,35,154,58,Right,Defensive,581,7,380,269,70.79,12,1,10,Active,43.2,220,60,2438,None,2024-12-31
582,Samuel Martin 582,MALE,India,Asia,2002-06-10,23,182,60,Right,Offensive,582,124,119,65,54.62,8,3,4,Active,40.3,233,77,616,Minor,2024-12-31
583,Mei Garcia 583,FEMALE,South Africa,Africa,1996-04-08,29,191,81,Left,Defensive,583,5,154,91,59.09,4,2,5,Active,35.2,209,69,498,None,2024-12-31
584,Emma Garcia 584,FEMALE,India,Asia,2002-09-26,23,178,72,Right,Defensive,584,54,344,219,63.66,2,0,4,Active,20.3,271,45,1340,Minor,2024-12-31
585,Ivan Silva 585,MALE,Indonesia,Asia,1990-09-02,35,175,51,Right,Offensive,585,33,160,91,56.88,1,1,4,Active,37.4,263,61,1484,None,2024-12-31
586,Daniel Martin 586,MALE,New Zealand,Oceania,1991-05-12,34,185,65,Right,All-round,586,62,412,236,57.28,8,1,8,Active,20.5,249,47,944,None,2024-12-31
587,Victor Lopez 587,MALE,Chile,South America,1994-08-06,31,185,55,Right,Offensive,587,63,491,279,56.82,11,4,4,Active,29.9,295,64,1567,Major,2024-12-31
588,Arjun Petrov 588,MALE,France,Europe,2000-10-09,25,182,66,Right,Offensive,588,135,355,224,63.1,13,5,8,Active,44.0,197,76,2157,Minor,2024-12-31
589,Samuel Silva 589,MALE,Australia,Oceania,2005-02-26,20,172,83,Right,Defensive,589,123,346,194,56.07,11,1,9,Active,33.1,224,49,1215,None,2024-12-31
590,Marco Rossi 590,MALE,New Zealand,Oceania,2001-08-20,24,157,65,Left,Offensive,590,14,306,197,64.38,7,4,11,Active,28.5,191,60,1106,Major,2024-12-31
591,Marco Li 591,MALE,France,Europe,1985-11-30,40,191,66,Left,All-round,591,125,452,233,51.55,0,3,5,Retired,32.8,203,55,458,Major,2024-12-31
592,Mei Lopez 592,FEMALE,Germany,Europe,2001-11-27,24,194,86,Right,Defensive,592,142,230,145,63.04,1,4,8,Active,27.5,200,72,847,None,2024-12-31
593,Laura Sharma 593,FEMALE,Germany,Europe,1999-05-24,26,187,80,Left,Offensive,593,64,413,190,46.0,14,4,11,Active,22.6,216,68,737,Minor,2024-12-31
594,Mei Li 594,FEMALE,USA,North America,2000-01-15,26,158,55,Right,Offensive,594,131,350,222,63.43,2,1,7,Active,28.0,194,71,873,Major,2024-12-31
595,Alex Sharma 595,MALE,India,Asia,1991-03-01,34,163,86,Left,Defensive,595,100,400,239,59.75,5,2,8,Active,37.2,262,74,1110,Major,2024-12-31
596,Wei Silva 596,MALE,Canada,North America,1995-05-22,30,194,46,Left,Offensive,596,79,423,227,53.66,0,1,9,Active,44.5,294,62,1798,None,2024-12-31
597,Arjun Petrov 597,MALE,Nigeria,Africa,1993-04-22,32,156,79,Left,Offensive,597,81,338,247,73.08,14,5,6,Active,30.1,267,48,522,None,2024-12-31
598,Ivan Rossi 598,MALE,Indonesia,Asia,1994-10-12,31,162,52,Right,Defensive,598,85,234,105,44.87,1,1,11,Active,30.6,209,71,2175,Major,2024-12-31
599,Marco Rossi 599,MALE,USA,North America,1989-07-04,36,176,75,Right,All-round,599,26,450,222,49.33,0,4,5,Retired,35.8,273,56,2106,Major,2024-12-31
600,Anita Brown 600,FEMALE,Spain,Europe,1997-11-18,28,177,68,Right,All-round,600,74,229,170,74.24,4,4,8,Active,31.4,291,60,2346,None,2024-12-31
601,Emma Sharma 601,FEMALE,Spain,Europe,2005-04-01,20,159,77,Left,Defensive,601,98,172,123,71.51,14,3,7,Active,30.1,249,78,1356,Major,2024-12-31
602,Daniel Garcia 602,MALE,Nepal,Asia,1988-08-31,37,183,67,Right,Defensive,602,20,475,186,39.16,8,4,11,Retired,21.3,193,72,1388,Major,2024-12-31
603,Ivan Lopez 603,MALE,Chile,South America,1989-09-18,36,194,46,Left,Defensive,603,98,163,61,37.42,13,5,10,Retired,32.8,292,78,2372,Major,2024-12-31
604,Laura Li 604,FEMALE,Italy,Europe,1985-12-25,40,153,68,Left,All-round,604,87,485,192,39.59,2,3,12,Retired,43.1,225,66,1777,Minor,2024-12-31
605,Wei Petrov 605,MALE,Indonesia,Asia,1992-03-25,33,162,86,Left,All-round,605,90,148,81,54.73,1,1,8,Active,34.7,295,69,1927,None,2024-12-31
606,Ivan Martin 606,MALE,Indonesia,Asia,1998-11-21,27,175,46,Left,Offensive,606,55,415,236,56.87,8,1,4,Active,29.9,274,50,921,Minor,2024-12-31
607,Ivan Lopez 607,MALE,Italy,Europe,1997-11-05,28,182,90,Right,All-round,607,11,358,209,58.38,6,4,4,Active,41.5,276,60,2314,Minor,2024-12-31
608,Laura Petrov 608,FEMALE,New Zealand,Oceania,1992-04-06,33,168,61,Right,Defensive,608,81,201,121,60.2,4,3,10,Active,21.9,197,54,1715,Major,2024-12-31
609,Ivan Lopez 609,MALE,Nigeria,Africa,1998-02-09,27,158,88,Right,All-round,609,1,365,139,38.08,4,2,10,Active,38.8,290,46,2403,None,2024-12-31
610,Anita Silva 610,FEMALE,Chile,South America,2004-07-27,21,150,59,Left,Offensive,610,94,468,337,72.01,8,2,3,Active,38.2,266,51,1689,Major,2024-12-31
611,Emma Rossi 611,FEMALE,Indonesia,Asia,1988-01-31,37,194,50,Left,Defensive,611,22,377,190,50.4,14,3,6,Retired,23.7,245,46,757,Minor,2024-12-31
612,Wei Rossi 612,MALE,Indonesia,Asia,1985-06-10,40,152,77,Right,Defensive,612,94,150,85,56.67,6,5,7,Retired,42.8,252,54,589,Major,2024-12-31
613,Ivan Petrov 613,MALE,France,Europe,1999-06-21,26,173,83,Right,All-round,613,99,118,85,72.03,15,2,8,Active,29.8,230,54,2216,Minor,2024-12-31
614,Emma Brown 614,FEMALE,Germany,Europe,2006-02-02,19,153,54,Right,Defensive,614,88,389,195,50.13,15,3,8,Active,36.4,253,77,1598,None,2024-12-31
615,Samuel Martin 615,MALE,South Africa,Africa,1991-02-01,34,165,48,Left,Offensive,615,59,427,264,61.83,0,3,8,Active,32.0,252,75,2370,Minor,2024-12-31
616,Ivan Sharma 616,MALE,Spain,Europe,2002-07-06,23,195,78,Left,Offensive,616,122,496,365,73.59,11,3,4,Active,28.3,250,68,905,Major,2024-12-31
617,Mei Silva 617,FEMALE,Nepal,Asia,1992-08-17,33,150,68,Left,Offensive,617,82,431,265,61.48,2,2,5,Active,20.7,224,56,1753,Major,2024-12-31
618,Nina Silva 618,FEMALE,New Zealand,Oceania,2006-11-26,19,182,49,Right,Defensive,618,81,276,103,37.32,6,1,6,Active,35.2,279,48,1153,Minor,2024-12-31
619,Mei Sharma 619,FEMALE,Australia,Oceania,1992-12-01,33,158,94,Left,Defensive,619,76,150,112,74.67,0,4,9,Active,30.8,257,48,1723,None,2024-12-31
620,Anita Sharma 620,FEMALE,Germany,Europe,1993-04-18,32,160,94,Right,All-round,620,53,211,145,68.72,5,2,11,Active,36.0,245,73,1850,None,2024-12-31
621,Samuel Brown 621,MALE,South Africa,Africa,2000-02-04,25,167,45,Left,Defensive,621,23,259,184,71.04,2,2,9,Active,24.9,228,58,1469,Minor,2024-12-31
622,Daniel Brown 622,MALE,Canada,North America,1986-10-06,39,161,61,Left,Offensive,622,127,123,47,38.21,0,5,6,Retired,32.9,223,63,493,Minor,2024-12-31
623,Emma Brown 623,FEMALE,Egypt,Africa,1988-05-22,37,150,59,Right,Offensive,623,17,467,239,51.18,15,3,3,Retired,40.0,235,73,833,Minor,2024-12-31
624,Nina Garcia 624,FEMALE,Chile,South America,2005-08-24,20,178,56,Left,Offensive,624,72,477,212,44.44,0,4,5,Active,21.8,297,74,2435,Major,2024-12-31
625,Laura Martin 625,FEMALE,Canada,North America,1990-03-15,35,190,66,Left,Offensive,625,78,328,225,68.6,1,5,4,Active,26.2,217,78,1389,None,2024-12-31
626,Anita Martin 626,FEMALE,France,Europe,1997-12-23,28,158,48,Right,Defensive,626,46,222,110,49.55,15,1,12,Active,40.3,268,58,2427,Major,2024-12-31
627,Mei Sharma 627,FEMALE,Egypt,Africa,1988-02-01,37,185,48,Left,Offensive,627,17,97,59,60.82,0,3,11,Retired,20.7,279,48,1132,Minor,2024-12-31
628,Emma Li 628,FEMALE,Egypt,Africa,1990-05-28,35,160,82,Left,Offensive,628,121,410,218,53.17,8,1,3,Active,36.0,235,53,1600,Major,2024-12-31
629,Victor Silva 629,MALE,France,Europe,1986-03-06,39,161,53,Right,Offensive,629,9,150,101,67.33,2,1,7,Retired,43.5,288,70,1300,None,2024-12-31
630,Emma Rossi 630,FEMALE,Germany,Europe,1999-05-06,26,180,72,Right,All-round,630,36,346,154,44.51,12,2,6,Active,20.8,228,77,1447,None,2024-12-31
631,Ivan Singh 631,MALE,Germany,Europe,1989-02-21,36,183,55,Left,Offensive,631,61,357,213,59.66,15,4,3,Retired,21.3,289,77,2025,None,2024-12-31
